id,tokens,pos_tags
488,"['ក្នុង' 'ការ~ប្រកួត' 'នា' 'ថ្ងៃ' 'ដដែល' 'នោះ' 'ខ្សែ' 'ប្រយុទ្ធ' 'បាន'
 'ស៊ុត' 'បាល់' 'បញ្ចូល' 'ទី' '៣' 'គ្រាប់' 'ដើម្បី' 'ជួយ' 'ឲ្យ' 'កាមេរូន'
 'ធ្វើ_ដំណើរ' 'ឆ្ពោះ' 'ទៅ_កាន់' 'ជ័យជម្នះ' '៦' '.' '០' 'លើ' 'ក្រុម'
 'អេក្វាទ័រ' 'ក្នុង' 'ការ~ប្រកួត' 'បើក' 'ឆាក' 'នៃ' 'យុទ្ធនាការ' 'កាល_ពី'
 'ថ្ងៃ_ចន្ទ' 'ខណៈ' 'ដែល' 'ស៊ុអែត' 'បាន' 'បញ្ចប់' 'ក្នុង' 'លទ្ធផល' 'ស្មើ'
 '៣' '.' '៣' 'ពេល' 'ជួប' 'ក្រុម' 'ជម្រើស_ជាតិ' 'នីហ្សេរីយ៉ា' '៕']","[ 7 11  7 11  8  5 11 21 22 11 11 12 11  3 11  7 20  7 13 20 20  7 11  3
 18  3  7 11 13  7 11 21 11  7 11  7 13 11 17 13  1 20  7 11 11  3 18  3
 11 20 11 11 13  9]"
489,['លោក~ជំទាវ' 'រ៉ាឌី'],[14 13]
490,['លោក' 'សឿង' 'និច'],[14 13 13]
491,['ឯក_ឧត្ដម' 'វណ្ណះ'],[14 13]
492,"['បេក្ខ_ជន' 'តំណាង_រាស្រ្ត' 'គណបក្ស' 'សង្គ្រោះ' 'ជាតិ' 'លោក' 'មាជ'
 'សុវណ្ណារ៉ា' 'បាន' 'ថ្លែង' 'សុន្ទរកថា' 'ដោយ' 'ជម្រុញ_ឲ្យ' 'អនុវត្ត'
 'វប្បធម៌' 'អហិង្សា' 'រួម_ទាំង' 'សូម_ឲ្យ' 'មាន' 'ការ~គោរព' 'សិទ្ធិ'
 'ជា_មូលដ្ឋាន' 'ផង_ដែរ' '។']",[11 11 11 21 11 14 13 13  1 20 11  7 20 20 11 11  8 20 20 11 11  8 16  9]
493,['នេះ' 'គឺ_ជា' 'ពុត' 'ស៊ីឆាយ'],[ 5 20 13 13]
494,"['បុគ្គលិក' 'អង្គការ' 'លីកាដូ' 'និង' 'មន្ត្រី' 'នៃ' 'ការិយាល័យ' 'អង្គការ'
 'សហ' 'ប្រជា_ជាតិ' 'ទទួល_បន្ទុក' 'សិទិ្ធ' 'មនុស្ស' 'នៅ' 'កម្ពុជា'
 'ត្រូវ_បាន' 'រា_រាំង' 'ដោយ' 'មិន' 'ឲ្យ' 'យក' 'រថ_យន្ត' 'អង្គការ' 'សហ'
 'ប្រជា_ជាតិ' 'ចូល' 'ក្នុង' 'តំបន់' 'នោះ' 'ដើម្បី' 'ជំលៀស' 'អ្នក~រង_របួស'
 'ចេញ' 'នោះ' 'ទេ' 'ដែល' 'ធ្វើ_ឲ្យ' 'អ្នក' 'ទាំង_នោះ' 'ទៅ' 'លើក' 'អ្នក'
 'រង_របួស' 'ចេញ' '។']","[11 11 13  2 11  7 11 11  8 11 21 11 11  7 13 20 20  7 16 20 20 11 11  8
 11 20  7 11  5  7 20 11 12  5 12 17 20 14  5 20 20 14 20 12  9]"
495,['លោក' 'សុវិចិត្រ'],[14 13]
496,"['គីង្គក់' 'សួរ' 'យោបល់' 'សត្វ' 'ទាំងអស់' 'តប' 'ថា' '“' 'ត្រូវ' 'នាំ_គ្នា'
 'ខោក' 'ថង' 'ក្បាល' 'វា' 'ឲ្យ' 'វា' 'រាងចាល' '!' '”' 'ថា' 'ហើយ' 'សត្វ'
 'ទាំងអស់' 'ក៏' 'ព្រួត' 'គ្នា' 'ថង' 'ក្បាល' 'តាដក់' 'គ្រប់' 'ៗ' 'គ្នា'
 'ទី_បំផុត' 'គីង្គក់' 'ក៏' 'ខំ' 'លោត' 'ធាក់' 'ក្បាល' 'តាដក់' 'ដែរ'
 'ទាល់_តែ' 'រោម' 'ក្បាល' 'តាដក់' 'រុះ' 'អស់' 'តម្ពែក' 'រហូត' 'សព្វ' 'ថ្ងៃ'
 '។']","[11 20 11 11  5 20  7 18 20 16 20 11 11 14 20 14 20 18 18  7 16 11  5 16
 20 14 11 11 11  8  4 14 11 11 16 20 20 20 11 11 16  2 11 11 11 20 16  8
  7  5 11  9]"
497,"['អង្គការ' 'មាតា' 'ធម្ម_ជាតិ' 'ទទួល_បាន' 'ជោគ_ជ័យ' 'ក្នុង' 'ការ~ប្រមូល'
 'និង' 'បង្រួបបង្រួម' 'ក្រុម' 'ប្រជា_ពល_រដ្ឋ' 'ជា_ច្រើន' 'ក្រុម' 'ក្នុង'
 'ការ~តវ៉ា' 'ជំទាស់' 'នឹង' 'ការ~កសាង' 'ទំនប់' 'រួម_មាន' 'បណ្តាញ'
 'ព្រះ~សង្ឃ' 'សិស្ស' 'និស្សិត' 'និង' 'សហគមន៍' 'ជន_ជាតិ' 'ដើម' 'ភាគ' 'តិច'
 'ជា_ច្រើន' '។']","[11 11 11 20  8  7 11  2 20 11 11  8 11  7 11  8  7 11 11 21 11 11 11 11
  2 11 11 11 11  8  8  9]"
498,['លោក~ស្រី' 'ល័ត' 'ចេក'],[14 13 13]
499,['ឯក_ឧត្ដម' 'ឃ្លាំង' 'ម៉េលេ'],[14 13 13]
500,['យើង' 'ប្រាកដ_ជា' 'យឺត' 'មិន' 'ខាន'],[14 20  8 16 22]
501,"['ចៅក្រម' 'កាត់_ក្ដី' 'នេះ' 'ពុំ' 'បាន' 'ទើប' 'នាំ' 'ចៅ' 'ទាំង' '២' 'នេះ'
 'ឡើង' 'ក្រាប_បង្គំ_ទូល' 'ព្រះ~មហា_ក្សត្រ' 'ដោយ' 'នូវ' 'ដំណើរ' 'នោះ'
 'សព្វ_គ្រប់']",[11 20  5 16 22 16 20 11  5  3  5 20 20 11  7  7 11  5  8]
502,"['នៅ' 'ប្រទេស' 'ថៃ' 'អ្នក~ដឹក_នាំ' 'សហគមន៍' 'ជន_ជាតិ' 'ដើម' 'ភាគ' 'តិច'
 'និង' 'ជា' 'អ្នក~ការពារ' 'សិទ្ធិ' 'បរិស្ថាន' 'លោក' 'ហៅ' 'បាន'
 'បាត់_ខ្លួន' 'នៅ_ក្នុង' 'ស្រុក' 'ខេត្ត' 'ក្នុង' 'ខែ_មេសា' 'ឆ្នាំ' '២០១៤'
 '។']","[ 7 11 13 11 11 11  8 11  8  2  7 11 11 11 14 13  1 20  7 11 11  7 13 11
  3  9]"
503,['ឯក_ឧត្ដម' 'ឈុំ' 'សំណាង'],[14 13 13]
504,"['លោក' 'ពោល' 'ថា' '៖' '«' 'ខ្ញុំ' 'ស្រឡាញ់' 'ភាសា' 'ខ្មែរ' 'ព្រោះ' 'ក្នុង'
 'ភាសា' 'មួយ' 'នេះ' 'មាន' 'ភាសា' 'ច្រើន' 'មាន' 'ន័យ' 'ថា' 'សម្រាប់'
 'អត្ថ~ន័យ' 'ពាក្យ' 'មួយ' 'យើង' 'អាច' 'ប្រើ' 'ពាក្យ' 'បាន' 'ច្រើន'
 'ដូច_ជា' 'ពាក្យ' 'សម្តែង' 'ភាព~ថ្លៃថ្នូរ' 'និយាយ' 'លេង' 'សើច' '។']","[14 20  7 18 18 14 20 11 13  2  7 11  3  5 20 11  8 20 11  7  7 11 11  3
 14 20 20 11 22  8  7 11 20 11 20 20 20  9]"
505,['ខ្ញុំ' 'ឈ្មោះ' 'សុភ័ក្ត្រ'],[14 11 13]
506,['លោក~ជំទាវ' 'ចយ' 'ចន្នី'],[14 13 13]
507,"['ប៉ុន្តែ' 'វា' 'ក៏' 'នៅ' 'មាន' 'បញ្ហា' 'ជា_ច្រើន' 'ទៀត' 'ក្នុង' 'វិស័យ'
 'អប់រំ' 'ដែល' 'ទាមទារ' 'ឲ្យ' 'មាន' 'ការ~កែ_ទម្រង់' 'ប្រកប_ដោយ'
 'ប្រសិទ្ធផល' 'និង' 'ប្រសិទ្ធ^ភាព' '។']",[ 2 14 16 16 20 11  8 16  7 11 11 17 20  7 20 11  7 11  2 11  9]
508,"['ថ្ងៃ' '២១' 'ខែ_សីហា' 'ឆ្នាំ' '២០១៤' '-' 'កាល_ពី' 'ថ្ងៃ_ទី' '១៨'
 'ខែ_សីហា' 'ឆ្នាំ' '២០១៤' 'ក្រុមហ៊ុន' 'ភ្នំ_ពេញ' 'ស៊ូហ្គើរ' 'បាន'
 'ចេញ_ផ្សាយ' 'អត្ថ~បទ' 'ក្នុង' 'សារ_ព័ត៌មាន' 'ក្នុង' 'ស្រុក' 'មួយ_ចំនួន'
 'ដោយ' 'បាន' 'ចោទ_ប្រកាន់' 'នាយក' 'ប្រតិបត្តិ' 'អង្គការ' 'សមធម៌' 'កម្ពុជា'
 'លោក' 'អៀង' 'វុទ្ធី' 'ពី' 'បទ' 'ធ្វើ' 'សេចក្តី~ថ្លែង_ការណ៍' 'ក្លែង_ក្លាយ'
 'និង' 'បន្លំ' 'ទាក់ទង' 'ទៅ' 'នឹង' 'លោក' 'ឧកញ៉ា' 'លី' 'យ៉ុងផាត់' 'ដែល'
 'បណ្តាល' 'អោយ' 'មាន' '""' 'ការ~ខូច_ខាត' 'ដែល' 'មិន' 'អាច' 'ស្រោចស្រង់'
 'វិញ' 'បាន' '""' 'លើ' 'កេរ្តិ៍_ឈ្មោះ' 'របស់' 'លោក' 'ឧកញ៉ា' 'ក៏_ដូច_ជា'
 'អាជីវកម្ម' 'របស់' 'ក្រុមហ៊ុន' 'ស៊ូហ្គើរ' 'ភ្នំ_ពេញ' '។']","[11  3 13 11  3 18  7 11  3 13 11  3 11 13 13  1 20 11  7 11  7 11  5  7
  1 20 11 21 11 11 13 14 13 13  7 11 21 11 21  2 21 21  7  7 14 14 13 13
 17 20  7 20 18 11 17 16 20 20 16 22 18  7 11  7 14 14  7 11  7 11 13 13
  9]"
509,['ឯក_ឧត្ដម' 'ផាន់ណារ៉ូ'],[14 13]
510,"['ខ្ញុំ' 'មាន' 'កូន_ប្រុស' 'ម្នាក់' 'រៀន' 'នៅ' 'សាកល_វិទ្យាល័យ' 'នៅ'
 'ភ្នំ_ពេញ' 'ប៉ុន្តែ' 'គាត់' 'កំពុង' 'រៀបចំ' 'ឈប់' 'រៀន' 'ហើយ' 'ព្រោះ'
 'យើង' 'មិន' 'មាន' 'លុយ' 'បង់' 'ថ្លៃ' 'សាលា' 'ទេ' '។']","[14 20 11  5 20  7 11  7 13  2 14  1 20 20 21 16  2 14 16 20 11 21 11 11
 12  9]"
511,['គាត់' 'ឈ្មោះ' 'សុខ' 'លីន'],[14 11 13 13]
512,"['នេះ' 'ជា' 'កង្វល់' 'មួយ' 'ក្នុង' 'ចំណោម' 'កង្វល់' 'ជា_ច្រើន' 'ទៀត' 'ដែល'
 'អ្នក' 'ឆ្លង' 'មេ_រោគ' 'អេដស៍' 'ជិត' '៣០០' 'នាក់' 'នៅ_ក្នុង' 'ឃុំ' 'រកា'
 'បាន' 'លើក_ឡើង' 'នៅ_ក្នុង' 'វេទិកា' 'សាធារណៈ' 'នៅ_ក្នុង' 'ឃុំ' 'នេះ'
 'ជាមួយ' 'មន្ត្រី' 'សុខាភិបាល' 'និង' 'អាជ្ញាធរ' 'កាល_ពី' 'ម្សិល_មិញ' '។']","[ 5 20 11  3  7 11 11  8 16 17 14  8 11 13  8  3 10  7 11 13  1 20  7 11
  8  7 11  5  7 11 11  2 11  7 11  9]"
513,['ឯក_ឧត្ដម' 'ស្រេង' 'ឈីន' 'ហ៊'],[14 13 13 13]
514,['លោក~ជំទាវ' 'ច័ន្ទ' 'ដារ៉ា'],[14 13 13]
515,['ឯក_ឧត្ដម' 'ស៊ិម' 'លីនដា'],[14 13 13]
516,"['ថ្ងៃ' '១២' 'ខែ_កញ្ញា' 'ឆ្នាំ' '២០១៤' '-' 'កាល_ពី' 'ថ្ងៃ_អង្គារ' 'ទី' '៩'
 'ខែ_កញ្ញា' 'ឆ្នាំ' '២០១៤' 'អាជ្ញាធរ' 'កម្ពុជា' 'បាន' 'ធ្វើ'
 'ការ~ឃុំ_ខ្លួន' 'បុគ្គលិក' 'របស់' 'អង្គការ' 'សមធម៌' 'កម្ពុជា' 'ចំនួន'
 '០២' 'រូប' 'ដោយ' 'គ្មាន' 'មូលហេតុ' '។']","[11  3 13 11  3 18  7 13 11  3 13 11  3 11 13  1 20 11 11  7 11 11 13 11
  3 10  7 16 11  9]"
517,['លោក~ជំទាវ' 'លាង'],[14 13]
518,['គាត់' 'ឈ្មោះ' 'វិមាន'],[14 11 13]
519,['អ្នក~នាង' 'វ៉ាន់ថារិទ្ធ'],[14 13]
520,"['លោក' 'ចៅក្រម' 'បាន' 'សម្រេច' 'ថា' 'មិន' 'មាន' 'ភស្តុតាង' 'គ្រប់_គ្រាន់'
 'ក្នុង' 'ការ~ផ្តន្ទា_ទោស' 'ព្រះ~អង្គ' 'ពី' 'បទ' 'ញុះញង់' 'បាន' 'ទេ' '។']",[14 11  1 20  7 16 20 11  8  7 11 14  7 11 21 22 12  9]
521,"['...' 'អ៊ីចឹង' 'បើ' 'មាន' 'បណ្តឹង' 'គួរ_តែ' 'អង្គភាព' 'ប្រឆាំង'
 'អំពើ_ពុក_រលួយ' 'ស៊ើប_អង្កេត' 'ឲ្យ' 'ច្បាស់' 'ដើម្បី_ឲ្យ' 'មាន'
 'តម្លា^ភាព' '៕']",[18 16  2 20 11 20 11 21 11 20  7  8  7 20 11  9]
522,"['គោល_បំណង' 'របស់' 'គម្រោង' 'គឺ' 'ធ្វើ' 'យ៉ាង_ណា' 'ឱ្យ' 'សម្រេច_បាន' 'នូវ'
 'លទ្ធផល' 'ជាក់លាក់' 'ដើម្បី' 'បំពេញ' 'តាម' 'តម្រូវការ' 'យុទ្ធ_សាស្ដ្រ'
 'របស់' 'អង្គភាព' 'មួយ']",[11  7 11 20 20 14  7 20  7 11  8  7 20  7 11 11  7 11  3]
523,['ឯក_ឧត្ដម' 'សៀវ' 'គឹម' 'យ៉ាន'],[14 13 13 13]
524,"['ប៉ុន្តែ' 'មន្ត្រី' 'នៅ' 'ទីស្តីការ' 'គណៈ' 'រដ្ឋ_មន្ត្រី' 'លោក' 'អែម'
 'ពាន' 'ដែល' 'ទទួល_យក' 'របាយការណ៍' 'នោះ' 'ប្រាប់' 'ថា' 'នឹង' 'យក' 'ទៅ'
 'ដាក់' 'ជូន' 'ប្រមុខ' 'រាជ' 'រដ្ឋាភិបាល' 'ដើម្បី' 'ពិនិត្យ' '។']","[ 2 11  7 11 11 11 14 13 13 17 20 11  5 20  7  1 20  7 20  7 11  8 11  7
 20  9]"
525,['នេះ' 'គឺ_ជា' 'ស្រួយ'],[ 5 20 13]
526,['អ្នក~នាង' 'បឿ' 'និមល'],[14 13 13]
527,['លោក' 'សាមាន' 'ស្រី' 'ម៉ាប់'],[14 13 13 13]
528,['លោក~ស្រី' 'ស្រី' 'រដ្ឋ'],[14 13 13]
529,"['លោក' 'ស្រី' 'ចន្ធី' 'សេដ្ឋ_វិទូ' 'ឯក_រាជ្យ' 'បាន' 'ថ្លែង' 'ថា' 'មនុស្ស'
 'ភាគ' 'ច្រើន' 'ដែល' 'ស្ថិត' 'ក្នុង' 'ក្រុម' 'អ្នក' 'មាន' 'ប្រាក់' 'ចំណូល'
 'ថ្នាក់' 'កណ្ដាល' 'គឺ_ជា' 'មនុស្ស' 'ពេញ' 'វ័យ' 'ក្មេង' 'ៗ' 'ដែល' 'ភាគ'
 'ច្រើន' 'ពេញ' 'វ័យ' 'នៅ_ក្នុង' 'អំឡុង' 'និង' 'ក្រោយ' 'ទស_វត្សរ៍' '១៩៩០'
 '។']","[14 11 13 11  8  1 20  7 11 11  8 17 20  7 11 14 20 11 11 11 11 20 11  8
 11  8  4 17 11  8  8 11  7 11  2  7 11  3  9]"
530,['ខ្ញុំ' 'ឈ្មោះ' 'សុខ' 'ហេង'],[14 11 13 13]
531,['គាត់' 'ឈ្មោះ' 'ឡេង'],[14 11 13]
532,"['យ៉ាង' 'ក៏_ដោយ' 'អ្នក~តាម_ដាន' 'ព្រឹត្តិ_ការណ៍' 'បាន' 'បង្ហាញ' 'អារម្មណ៍'
 'សោកស្ដាយ' 'ដែល' 'ម្ចាស់' 'មេដាយ' 'មាស' 'ពិភព_លោក' 'ដ៏' 'ខ្លាំងក្លា' 'គឺ'
 'អ្នក~ស្រី' 'កែ' 'ឡេង' 'បាន' 'ត្រឹម' 'មេដាយ' 'សំរឹទ្ធិ' 'ពី' 'ការ~ប្រកួត'
 'នេះ' 'កាល_ពី' 'ចុង' 'សប្ដាហ៍' '។']","[16 16 11 11  1 20 11 21 17 11 11 11 11 16  8 20 14 13 13 20  7 11 11  7
 11  5  7 11 11  9]"
533,['លោក~ស្រី' 'ព្រី' 'ព្រីម'],[14 13 13]
534,"['ខាង_ក្រោម' 'នេះ' 'គឺ_ជា' 'តារាង' 'ព្រឹត្តិ_ការណ៍' 'លំអិត' 'ដែល' 'បាន'
 'កើត_ឡើង' 'នៅ' 'ទីលាន' 'ប្រជា_ធិបតេយ្យ' 'កាល_ពី' 'ថ្ងៃ_ទី' '១៥'
 'ខែ_កក្កដា' 'ឆ្នាំ' '២០១៤' '។']",[11  5 20 11 11  8 17  1 20  7 11 11  7 11  3 13 11  3  9]
535,"['អ្នក' 'ខ្លះ' 'រត់' 'ភ្លេច' 'ភាសា' 'ខ្លួន' 'ចាំ' 'តែ' 'ភាសា' 'បរទេស'
 'ទាំង' 'ពេល' 'និយាយ' 'មិន' 'យល់' 'អារម្មណ៍' 'ខ្លួន_ឯង' '(' 'ភាសា' 'មាន'
 'បង្កប់' 'នូវ' 'អារម្មណ៍' 'ក្នុង' 'នោះ' ')' '។']","[14  5 20 20 11 14 20 16 11 11  5 11 20 16 20 11 14 18 11 20 20  7 11  7
  5 18  9]"
536,['លោក~ជំទាវ' 'សម្បត្តិ' 'និមល'],[14 13 13]
537,['សម^ភាព' 'ចាប់ផ្ដើម' 'នៅ' 'ផ្ទះ' '។'],[11 20  7 11  9]
538,"['ចៅ' 'នោះ' 'ថា' '“' 'អញ' 'នឹង' 'ឲ្យ' 'តាំងយូ' 'អញ' 'ទៅ' 'ចៅ' 'ម្ដេច'
 'បាន' 'បើ' 'តាំងយូ' 'ជា' 'របស់' 'អញ' 'កាន់' 'ពី' 'ផ្ទះ' 'អញ' 'មក' '”']",[11  5 20 18 14  1 20 11 14  7 11 16 22  2 11 20  7 14 20  7 11 14 12 18]
539,"['រហូត_មក_ដល់' 'ពេល_នេះ' 'ការ~សាង_សង់' 'វារី' 'អគ្គីសនី' 'គឺ' 'មិន' 'ទាន់'
 'ចាប់ផ្តើម' 'នោះ' 'ទេ' 'ប៉ុន្តែ' 'អ្នក~ស្រី' 'ព្រួយ_បារម្ភ' 'អំពី'
 'អនាគត' 'ដូច_នេះ' 'អ្នក~ស្រី' 'បាន' 'ចូល_រួម' 'តវ៉ា' 'ដើម្បី' 'ការពារ'
 'ក្រុមហ៊ុន' 'ពី' 'ការ~ចុះ' 'មក' 'ស្រាវជ្រាវ' 'ជ្រលង' 'ទន្លេ' 'និង' 'តវ៉ា'
 'ពី' 'ការ~ចាប់_ខ្លួន' 'អ្នក~ដឹក_នាំ' 'សហគមន៍' 'របស់' 'អ្នក~ស្រី' '។']","[ 7 16 11 11 11 20 16 16 20  5 12  2 14 20  7 11  7 14  1 20 20  7 20 11
  7 11  7 21 11 11  2 20  7 11 11 11  7 14  9]"
540,['នេះ' 'គឺ_ជា' 'ផេង'],[ 5 20 13]
541,"['លោក' 'បាន' 'ឲ្យ' 'តម្លៃ' 'ថា' 'ការ~ចូល_រួម' 'របស់' 'យុវ_ជន' 'កន្លង_មក'
 'ក្នុង' 'សកម្មភាព' 'ទាក់ទង' 'នឹង' 'បរិស្ថាន' 'មាន' 'ការ~កើន_ឡើង' 'ហើយ'
 'សកម្មភាព' 'នេះ' 'បាន' 'ជួយ' 'ធានា' 'នូវ' 'និរន្តរ^ភាព' 'និង' 'ប្រព័ន្ធ'
 'អេកូ' 'នៅ' 'កម្ពុជា' 'ទៅ' 'ថ្ងៃ' 'អនាគត' '។']","[14  1 20 11  7 11  7 11 16  7 11 21  7 11 20 11 16 11  5  1 20 20  7 11
  2 11 11  7 13  7 11 11  9]"
542,['ឯក_ឧត្ដម' 'ប្រាក់' 'ចាន់' 'ណយ'],[14 13 13 13]
543,"['ផ្ទះ' 'មួយ' 'ខ្នង' 'នេះ' 'ត្រូវ_បាន' 'បំផ្លិចបំផ្លាញ' 'អំឡុង' 'ពេល'
 'បណេ្តញ' 'ប្រជា_ពល_រដ្ឋ' 'នៅ_ក្នុង' 'ខេត្ត' 'ព្រះ~សីហនុ' 'កាល' 'ខែ_មិនា'
 'ឆ្នាំ' '២០១៣' '។']",[11  3 11  5 20 20  7 11 21 11  7 11 13  7 13 11  3  9]
544,['គាត់' 'ឈ្មោះ' 'ស្រួយ'],[14 11 13]
545,['ឯក_ឧត្ដម' 'ផាន់ណា'],[14 13]
546,['នេះ' 'គឺ_ជា' 'គឹម' 'អន'],[ 5 20 13 13]
547,['លោក~ជំទាវ' 'ហុង' 'សុវឌ្ឍតី'],[14 13 13]
548,['កញ្ញា' 'ឃុន' 'ហ្លួង'],[14 13 13]
549,"['ប៉ុន្តែ' 'លោក' 'ផៃ' 'ស៊ីផាន' 'អ្នក~នាំ_ពាក្យ' 'ទីស្តីការ' 'គណៈ'
 'រដ្ឋ_មន្រ្តី' 'បាន' 'ច្រាន_ចោល' 'នូវ' 'ការ~លើក_ឡើង' 'នេះ' '។']",[ 2 14 13 13 11 11 11 11  1 20  7 11  5  9]
550,"['អ្នក~បក_ប្រែ' 'ថា' 'គាត់' 'មិន' 'មែន' 'ជា' 'អ្នក~ធ្វើ' 'អាជីវកម្ម' 'រ៉ែ'
 'នោះ' 'ដែរ' '។']",[11  7 14 16 16 20 11 11 11  5 16  9]
551,"['លិខិត' 'កម្រាស់' '៣' 'ទំព័រ' 'នោះ' 'បាន' 'បញ្ជាក់' 'ថា' '៖' '«' 'កង្វះ'
 'តម្លា^ភាព' 'របស់' 'រដ្ឋាភិបាល' 'ក្នុង' 'ការ~ធ្វើ' 'សេចក្តី~ព្រាង'
 'ច្បាប់' 'ជា_សាធារណៈ' 'និង' 'ការ' 'ដែល' 'មិន' 'បើក' 'ឲ្យ' 'មាន'
 'ការ~ពិនិត្យ_ពិច័យ' 'និង' 'ពិគ្រោះ_យោបល់' 'គឺ' 'ផ្ទុយ' 'នឹង' 'គោលការណ៍'
 'នៃ' 'អភិបាល^កិច្ច' 'តាម' 'បែប' 'ប្រជា_ធិបតេយ្យ' 'និង' 'ធ្វើ_ឲ្យ'
 'បាត់_បង់' 'នូវ' 'ទំនុកចិត្ត' 'ពី' 'សាធារណ_ជន' 'នៅ_ក្នុង' 'ដំណើរការ'
 'បង្កើត' 'ច្បាប់' 'នេះ' '»' '។']","[11 11  3 11  5  1 20  7 18 18 11 11  7 11  7 11 11 11 16  2 11 17 16 20
  7 20 11  2 20 20  8  7 11  7 11  7 11 11  2 20 20  7 11  7 11  7 11 21
 11  5 18  9]"
